,id,created_at,text,source,label
53,870430905529016320,Fri Jun 02 00:04:34 +0000 2017,RT @TruehopeEmpower: 10 nutritional deficiencies that may cause depression https://t.co/NIfvlPlDQM #Mentalhealth #Nutrition,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-1
54,870430907722858496,Fri Jun 02 00:04:34 +0000 2017,RT @lifeaseva: Depression is diagnosed by a doctor and can be helped. Its not a sad twitter joke. Its not a relateable tweet. Stop joking a…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
55,870430908268064768,Fri Jun 02 00:04:35 +0000 2017,"RT @PudseyLabour: I am delighted to pledge support for people with mental health problems, in line with Mind's manifesto:... https://t.co/W…","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",1
56,870430908872093696,Fri Jun 02 00:04:35 +0000 2017,RT @goghld: Why did I just moan https://t.co/YNi3BLQG1j,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
57,870430914039259137,Fri Jun 02 00:04:36 +0000 2017,RT @dodo: Cletus the rescue dog has anxiety and so many health issues — but his new parents know exactly how to calm him down. https://t.co…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
58,870430920268034048,Fri Jun 02 00:04:37 +0000 2017,RT @lifeaseva: Can we all stop treating anxiety like it's a choice and something cool to have thank you,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
59,870430920528023552,Fri Jun 02 00:04:37 +0000 2017,Depression cure? Taking THIS every day could help symptoms https://t.co/KqaR3CtVfL,"<a href=""http://iotwo.com/ke"" rel=""nofollow"">jinxi</a>",1
60,870430921014493185,Fri Jun 02 00:04:38 +0000 2017,@DannyJamesBlake Its very scary to drive. I think I will only learn if I will finally cure my anxiety: (,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
61,870430923485048833,Fri Jun 02 00:04:38 +0000 2017,RT @broken: don't like the way i deal with my depression? dial 1-800-idc,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
62,870430925301010434,Fri Jun 02 00:04:39 +0000 2017,"RT @_Resuki_: ""Come and watch the skinny kid with a steadily declining mental health, and laugh as he attempts to give you what he cannot g…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
63,870430932938969088,Fri Jun 02 00:04:40 +0000 2017,"RT @SELFmagazine: @CW_Riverdale star @lilireinhart: Yes, depression can affect seemingly 'perfect' people: https://t.co/nj3bohnKIU https://…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1
64,870430934025109504,Fri Jun 02 00:04:41 +0000 2017,"Hmmm i had been suffering from Adulthood for too long, someone give me meds for it plis https://t.co/vEUytnNuWR","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-1
65,870430935476346880,Fri Jun 02 00:04:41 +0000 2017,Depression is feeling like an elephant is sitting on your chest and not being able to breathe,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
66,870430945752514560,Fri Jun 02 00:04:43 +0000 2017,RT @indiansinner: depressed teens go into their adult years living with depression and never getting help because they don't know any… ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
67,870430946310275072,Fri Jun 02 00:04:44 +0000 2017,RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
68,870430952459124736,Fri Jun 02 00:04:45 +0000 2017,"RT @RockSolidCross: Cast all your anxiety on Him because He cares for you. 
1 Peter 5:7 https://t.co/k8AvITuSuT","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-1
69,870430952031477760,Fri Jun 02 00:04:45 +0000 2017,RT @clayfeathers: Melania Trump Questions Kathy Griffin’s Mental Health After Trump Beheading Photo #ThursdayThoughts  https://t.co/Yep2g59…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-1
70,870430952861913088,Fri Jun 02 00:04:45 +0000 2017,I have had ZERO anxiety since I got to the beach house. Tonight's our last night and that missing anxiety has returned with a vengeance.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-1
71,870430954388508672,Fri Jun 02 00:04:46 +0000 2017,"RT @healthgovau: Anxiety can affect your ability to concentrate, sleep &amp; perform daily tasks. For more info, visit… ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1
72,870430957727240192,Fri Jun 02 00:04:46 +0000 2017,"RT @Kon__K: Men, seeking help for depression, anxiety or any mental health issue is an act of self - love that you deserve. Don't suffer in…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
73,870430966493270016,Fri Jun 02 00:04:48 +0000 2017,RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
74,870430969903362049,Fri Jun 02 00:04:49 +0000 2017,RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
75,870430971329355776,Fri Jun 02 00:04:50 +0000 2017,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
76,870430971505639424,Fri Jun 02 00:04:50 +0000 2017,@aff_ab @dinossavs eu to numa fase complicada para acertar coisas(depression) mas prfv segura na minha mão pq dá certo,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0
77,870430971677560836,Fri Jun 02 00:04:50 +0000 2017,RT @pettyblackboy: Me and my homegirls taking a break from our depression to turn up at local functions this summer https://t.co/bhtbieNixW,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-1
78,870430974722658305,Fri Jun 02 00:04:50 +0000 2017,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
79,870430975620259840,Fri Jun 02 00:04:51 +0000 2017,RT @LogicsFanpage: Only the real fans got emotional when they saw this. Anxiety is a real thing and just know you're not alone! 🙏… ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
80,870430978174472192,Fri Jun 02 00:04:51 +0000 2017,"Approved Mental Health Professional - Older Peoples Service - Holmfirth - Military/Emergency/Government
Job... https://t.co/HyXjeNKBv1","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",1
81,870430980930023425,Fri Jun 02 00:04:52 +0000 2017,The anxiety over a game is finally back. I'm nervous about the NBA finals,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
82,870430982700236802,Fri Jun 02 00:04:52 +0000 2017,"3) i get really bad anxiety attacks about what others think of me, I also panic that I seem overly clingy/annoying to my loved ones a lot...","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-1
83,870430985367805952,Fri Jun 02 00:04:53 +0000 2017,RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
84,870430992653316098,Fri Jun 02 00:04:55 +0000 2017,@VolfMech Totally agree with this statement. The use of the word 'depression' is thrown around so much that it's re… https://t.co/zOyItWp29I,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
85,870431003109502976,Fri Jun 02 00:04:57 +0000 2017,RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
86,870431008041992194,Fri Jun 02 00:04:58 +0000 2017,19 Problems Only Happy People With Depression Understand https://t.co/6YMq1mmoTM,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",0
87,870431008830705669,Fri Jun 02 00:04:58 +0000 2017,Preach ! https://t.co/Sz3XAVTGba,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
88,870431012467200000,Fri Jun 02 00:04:59 +0000 2017,RT @mistercakerz: DID THE #sleeppositionmeme by @time2slime !! IT ME SLEEPING AWAY MY ANXIETY- I MEAN SLEEPING FROM A HARD DAY OF WOR… ,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0
89,870431013222178816,Fri Jun 02 00:05:00 +0000 2017,Tonight has been horrible with my anxiety being through the roof.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-1
90,870431023716343809,Fri Jun 02 00:05:02 +0000 2017,Also PK's giving me anxiety and I can NOT watch them,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-1
91,870431024748011520,Fri Jun 02 00:05:02 +0000 2017,@lechatmalefique I don't think so; in the mornings my anxiety hasn't had time to warm up yet :p,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0
92,870431026413162496,Fri Jun 02 00:05:03 +0000 2017,@IyanlaVanzant pray for my mother that she will no longer see herself as a failure...and get out of her depression and back into life thx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
93,870431028170678272,Fri Jun 02 00:05:03 +0000 2017,RT @Vallllentine: friendly reminder that you have no obligation to any family members or friends that are toxic to your mental or physical…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
94,870431028195844098,Fri Jun 02 00:05:03 +0000 2017,Abortion causes an increase in the risk of pre-term births in next pregnancies. And mental health risks. Suicide increases 6x.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",-1
95,870431031609892864,Fri Jun 02 00:05:04 +0000 2017,"Anxiety: hi
Me: not right now 😑","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
96,870431036722692096,Fri Jun 02 00:05:05 +0000 2017,RT @HogwartsMaglc: Everything about Harry Potter that I see now just makes me so nostalgic. Forever suffering from Post Potter Depression.…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
97,870431036383088642,Fri Jun 02 00:05:05 +0000 2017,"RT @heylandsberg: I don't know 1 person with depression who doesn't feel a debilitating loss of self esteem. 
Knowing that others feel it h…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
98,870431037154840580,Fri Jun 02 00:05:05 +0000 2017,"Here's a great idea, hear me out: find a person who has depression. Tell them to kill themselves for trying to apologise. Watch them obey.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
99,870431037456879616,Fri Jun 02 00:05:05 +0000 2017,RT @humansofny: “I don’t think I’m going to miss eighth grade. It’s been a tough year. A lot of my friends are struggling with depr… ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
100,870431045069438976,Fri Jun 02 00:05:07 +0000 2017,"@chrisbrown  Anxiety to watch this documentary. Just like me, Team Breezy expects him to pass the Brazil 🇧🇷❤ https://t.co/DGassLUnx4","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
101,870431046252191744,Fri Jun 02 00:05:07 +0000 2017,RT @DaiDai_TheGoon: men are so trash. this the reason i get hella anxiety walking through groups of guys. y'all like some damn vultures htt…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
102,870431046784999427,Fri Jun 02 00:05:08 +0000 2017,"RT @AnEndToSuicide: Dear parents,

Mental health &gt; Grades.

Dear schools,

Mental health &gt; Grades.

Dear society, 

Mental health &gt; Grades.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
103,870431047447584768,Fri Jun 02 00:05:08 +0000 2017,"RT @JediASU: ASU saved my life.
Literally.
Helped me recognize my depression, to get help, to be successful, to graduate.
Foreve… ","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
104,870431051574779904,Fri Jun 02 00:05:09 +0000 2017,Finals anxiety is currently at infinity.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-1
105,870431052287836161,Fri Jun 02 00:05:09 +0000 2017,RT @jennkuchenbrod: Lmk when my anxiety is going to stop ruining my life,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-1
106,870431053286125574,Fri Jun 02 00:05:09 +0000 2017,"RT @belleg96: ""That's the funny thing about anxiety;  you weren't entirely sure if you were real or if anything around you was, either."" #S…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
107,870431056276488192,Fri Jun 02 00:05:10 +0000 2017,Thank you to Cox North psychological department for raising money for mental health awareness month!! We are... https://t.co/4SiXWA3nyo,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",0
108,870431056243175425,Fri Jun 02 00:05:10 +0000 2017,"Wisest words I've heard don't allow your depression to control your life, you control the depression.  It's hard but possible most days","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0
109,870431057308336128,Fri Jun 02 00:05:10 +0000 2017,RT @barbhaynes: The n-word was scrawled on LeBron James' house and a noose was left in the Museum of African American History. Must be econ…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0
110,870431057887334402,Fri Jun 02 00:05:10 +0000 2017,"#depression  #scenario 

 https://t.co/QyhJuheuxk","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-1
111,870431059627827200,Fri Jun 02 00:05:11 +0000 2017,breaking news; I use my depression as a crutch to be an asshole because I ignore mundane people,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-1
112,870431065113886720,Fri Jun 02 00:05:12 +0000 2017,RT @J_Titialii: My crippling depression https://t.co/uobZKsm2ud,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-1
